#Time_ns State SLAHS_mindist_A LVTKL_mindist_A
17.36 L 6.5969 2.6605
17.37 L 6.1477 3.0433
17.38 L 5.4480 2.9117
17.39 L 5.1894 2.7226
17.40 L 4.9228 2.8443
17.41 L 5.0779 3.1943
17.42 L 4.3995 2.8493
17.43 L 4.1602 2.9669
17.44 L 4.2151 3.0288
17.45 L 5.3143 2.8211
17.46 L 4.6924 3.3748
17.47 L 5.5053 2.9448
17.48 L 5.9569 2.6673
17.49 L 7.6245 2.8822
17.50 L 6.7130 2.8279
17.51 L 6.3408 3.1104
17.52 L 6.3105 2.9234
17.53 L 5.7562 3.0031
17.54 L 4.9701 2.8935
17.55 L 4.8851 3.0944
17.56 L 4.6721 3.2506
17.57 L 4.5554 3.1440
17.58 L 5.5489 2.9707
17.59 L 5.4184 3.2064
17.60 L 5.3964 2.8237
17.61 L 5.7433 3.0072
17.62 L 6.2144 3.0820
17.63 L 5.9879 3.4537
17.64 L 5.3382 3.3481
17.65 D 3.8101 3.1710
17.66 L 4.4568 2.8881
17.67 L 5.6411 2.9102
17.68 L 6.7219 3.0413
17.69 L 6.7207 2.9277
17.70 L 6.5192 2.8214
17.71 L 7.3468 2.9451
17.72 L 6.9271 3.1304
17.73 L 7.0886 3.0541
17.74 L 7.4594 3.2454
17.75 L 8.1639 3.1880
17.76 L 7.5119 3.0682
17.77 L 7.7204 3.1758
17.78 L 6.6832 3.0197
17.79 L 6.9524 3.0558
17.80 L 6.2744 3.0347
17.81 L 6.1713 3.1677
17.82 L 7.0263 3.3248
17.83 L 7.7788 2.9579
17.84 L 7.4791 3.1816
17.85 L 7.0717 3.1327
17.86 L 7.6318 2.8238
17.87 L 7.6438 3.0340
17.88 L 7.6424 2.9674
17.89 L 7.3656 3.0923
17.90 L 6.3661 3.2464
17.91 L 7.1642 3.2359
17.92 L 7.4114 3.1197
17.93 L 7.4779 3.2311
17.94 L 9.0304 3.0403
17.95 L 8.8788 3.0725
17.96 L 9.0683 2.8787
17.97 L 8.3796 3.1047
17.98 L 7.3239 2.9407
17.99 L 8.0716 3.4218
18.00 L 8.5975 3.2440
18.01 L 8.6463 3.1749
18.02 L 9.1934 3.3937
18.03 L 9.9816 3.0008
18.04 L 9.2186 2.8773
18.05 L 9.0091 2.8610
18.06 L 8.3252 2.9608
18.07 L 9.2072 2.8407
18.08 L 10.1869 2.9668
18.09 L 9.0572 2.8214
18.10 L 8.3477 2.8148
18.11 L 8.0804 2.8579
18.12 L 8.3442 2.9150
18.13 L 8.1892 3.0794
18.14 L 9.0558 3.1948
18.15 L 9.1544 3.2800
18.16 L 9.6422 3.1395
18.17 L 8.6053 3.0310
18.18 L 9.3746 3.2270
18.19 L 9.0983 3.4102
18.20 L 8.5280 3.1824
18.21 L 9.3371 2.9284
18.22 L 9.5831 3.0944
18.23 L 10.4761 3.1324
18.24 L 9.6812 3.1485
18.25 L 9.5115 3.1826
18.26 L 10.8793 2.9944
18.27 L 10.7454 2.9810
18.28 L 9.9024 3.1481
18.29 L 11.5550 3.1183
18.30 L 10.1743 2.9544
18.31 L 8.1539 2.9564
18.32 L 8.9889 3.1130
18.33 L 9.5783 2.9989
18.34 L 10.3730 3.1052
18.35 L 9.8671 3.1715
18.36 L 11.4906 3.1301
18.37 L 11.6482 3.0539
18.38 L 12.1027 2.8730
18.39 L 12.0252 2.9642
18.40 L 12.1215 3.0859
18.41 L 12.0296 3.2600
18.42 L 12.9362 3.1871
18.43 L 11.9622 3.2609
18.44 L 12.0711 3.1793
18.45 L 11.9350 2.9259
18.46 L 11.7587 3.1720
18.47 L 11.8312 3.0173
18.48 L 11.7823 3.3257
18.49 L 12.3248 2.9701
18.50 L 12.5671 3.3705
18.51 L 11.8976 2.8926
18.52 L 13.7775 3.2904
18.53 L 13.2928 2.9080
18.54 L 14.0586 3.3096
18.55 L 15.0324 3.1972
18.56 L 12.3785 3.4330
18.57 L 13.1703 2.8061
18.58 L 13.6757 3.0555
18.59 L 12.6356 3.2167
18.60 L 12.1102 2.9575
18.61 L 12.5340 3.3783
18.62 L 12.9373 3.2218
18.63 L 11.8637 3.2184
18.64 L 12.7688 3.0701
18.65 L 12.3934 3.0170
18.66 L 12.2121 3.2302
18.67 L 11.6344 3.0029
18.68 L 12.7358 3.1145
18.69 L 12.7279 3.0355
18.70 L 11.5258 3.3498
18.71 L 12.7407 2.9538
18.72 L 11.5194 3.2963
18.73 L 11.9266 2.9361
18.74 L 12.9371 3.5914
18.75 L 13.0557 3.0431
18.76 L 13.7899 3.2180
18.77 L 12.4969 3.1964
18.78 L 13.5897 3.2951
18.79 L 12.6734 2.9314
18.80 L 12.1210 2.9446
18.81 L 11.4019 3.1668
18.82 L 10.9818 3.4838
18.83 L 11.7681 2.9509
18.84 L 11.9018 2.9590
18.85 L 11.7942 3.2147
18.86 L 12.3717 3.1342
18.87 L 12.1793 3.1446
18.88 L 12.8822 3.1403
18.89 L 13.1726 3.2331
18.90 L 13.3460 3.0255
18.91 L 14.5642 3.1983
18.92 L 12.6628 3.1833
18.93 L 11.4831 3.0242
18.94 L 12.3512 3.4933
18.95 L 12.9793 2.9894
18.96 L 11.6849 2.9114
18.97 L 13.7190 3.1276
18.98 L 12.5182 3.0274
18.99 L 12.6880 3.3922
19.00 L 12.2447 3.1158
19.01 L 13.0547 3.1146
19.02 L 13.2817 3.1136
19.03 L 12.6516 3.2403
19.04 L 12.6027 3.2525
19.05 L 12.0825 3.0401
19.06 L 12.2082 2.9296
19.07 L 14.9439 2.9104
19.08 L 13.5286 3.1750
19.09 L 13.5546 3.0566
19.10 L 12.2472 3.0898
19.11 L 11.5233 3.2648
19.12 L 12.9380 3.1744
19.13 L 14.0352 3.1617
19.14 L 13.5087 3.3644
19.15 L 13.7648 2.8497
19.16 L 12.6633 3.2382
19.17 L 11.2099 3.0193
19.18 L 10.1350 3.1209
19.19 L 8.9853 3.0793
19.20 L 9.2591 2.9510
19.21 L 9.9684 3.2940
19.22 L 9.8780 2.9695
19.23 L 9.3842 2.9925
19.24 L 9.5446 3.3847
19.25 L 8.9682 2.9752
19.26 L 9.1802 3.2684
19.27 L 10.0146 3.1746
19.28 L 10.8384 3.4739
19.29 L 9.6035 3.3951
19.30 L 10.2770 2.8690
19.31 L 11.2290 2.8725
19.32 L 11.0228 3.1300
19.33 L 10.3664 3.0818
19.34 L 11.5335 3.0287
19.35 L 11.4976 3.0494
19.36 L 12.3922 3.2644
19.37 L 14.1300 3.1321
19.38 L 12.3448 3.1660
19.39 L 12.2897 3.0821
19.40 L 13.0004 2.9682
19.41 L 14.2573 2.9666
19.42 L 15.2670 2.8881
19.43 L 13.1546 2.9230
19.44 L 12.5770 3.2808
19.45 L 14.1214 2.7589
19.46 L 12.4861 3.0134
19.47 L 12.0884 3.0976
19.48 L 12.4204 3.1869
19.49 L 13.2960 3.2482
19.50 L 13.4434 2.8597
19.51 L 13.2886 2.7717
19.52 L 12.0999 3.1770
19.53 L 12.1533 3.3976
19.54 L 11.4507 2.9929
19.55 L 11.0323 3.4760
19.56 L 10.5788 3.0817
19.57 L 9.7530 2.9886
19.58 L 11.1912 3.1587
19.59 L 9.6949 3.0423
19.60 L 11.6579 3.1424
19.61 L 11.8676 3.1069
19.62 L 13.5379 2.8461
19.63 L 13.2173 3.2747
19.64 L 12.6336 3.1761
19.65 L 13.4905 3.0436
19.66 L 13.8058 3.1317
19.67 L 14.2282 2.9845
19.68 L 13.8659 3.1986
19.69 L 13.6290 3.3628
19.70 L 14.9291 2.9933
19.71 L 14.4382 3.0478
19.72 L 14.1385 3.2168
19.73 L 13.2658 2.8192
19.74 L 12.2030 2.7905
19.75 L 12.0498 3.2356
19.76 L 12.0028 3.1393
19.77 L 11.6843 3.1619
19.78 L 12.2924 2.8516
19.79 L 11.5925 3.1234
19.80 L 11.2140 2.8867
19.81 L 11.5594 3.0213
19.82 L 12.0197 3.1671
19.83 L 11.6065 3.0756
19.84 L 11.7297 3.0338
19.85 L 11.0140 3.0394
19.86 L 10.8492 3.1744
19.87 L 9.9302 3.1026
19.88 L 12.0639 3.1826
19.89 L 11.0342 3.2316
19.90 L 9.9679 3.0842
19.91 L 9.4026 2.6696
19.92 L 9.3800 2.8002
19.93 L 10.0897 3.0333
19.94 L 9.8801 2.8541
19.95 L 8.7255 3.1891
19.96 L 8.8863 3.1420
19.97 L 8.4977 3.0443
19.98 L 10.1245 3.2937
19.99 L 9.0297 3.1826
20.00 L 8.9757 2.9941
20.01 L 7.5983 3.3079
20.02 L 8.7856 3.0838
20.03 L 9.9607 3.0163
20.04 L 8.9374 3.0044
20.05 L 8.3095 3.2200
20.06 L 7.6216 2.9547
20.07 L 7.1150 2.9664
20.08 L 6.3832 3.1589
20.09 L 6.1395 3.1171
20.10 L 7.5284 2.8282
20.11 L 6.3354 3.2348
20.12 L 6.3939 2.9877
20.13 L 6.9666 3.1371
20.14 L 6.1800 3.1877
20.15 L 6.3157 3.2068
20.16 L 6.3848 3.1571
20.17 L 7.2675 2.7943
20.18 L 7.2429 2.9064
20.19 L 5.6256 3.0207
20.20 L 6.5794 3.0588
20.21 L 6.4665 3.0623
20.22 L 6.2630 3.2268
20.23 L 6.7225 3.1311
20.24 L 6.2122 2.9363
20.25 L 7.0752 3.0645
20.26 L 5.9367 2.8803
20.27 L 7.3830 3.0264
20.28 L 6.8017 2.9509
20.29 L 6.9299 3.0995
20.30 L 8.8926 3.0995
20.31 L 9.6401 2.9731
20.32 L 9.6919 2.9270
20.33 L 9.0038 2.8934
20.34 L 9.3468 2.8540
20.35 L 8.2805 2.9325
20.36 L 8.1215 3.1283
20.37 L 7.8380 2.9817
20.38 L 8.0860 2.9524
20.39 L 8.3621 2.8999
20.40 L 7.8555 3.3132
20.41 L 7.4044 3.1305
20.42 L 8.2488 3.1942
20.43 L 7.3207 3.0125
20.44 L 9.0194 2.9790
20.45 L 6.8590 3.3496
20.46 L 6.4849 2.6367
20.47 L 6.1727 3.1117
20.48 L 6.4647 2.9112
20.49 L 7.0254 3.0559
20.50 L 7.1370 3.0329
20.51 L 7.4672 3.0468
20.52 L 7.0601 3.0002
20.53 L 7.8945 3.0484
20.54 L 7.6914 3.2978
20.55 L 8.4178 3.1662
20.56 L 8.1036 3.2217
20.57 L 8.7014 2.9614
20.58 L 9.7456 3.1330
20.59 L 9.7504 2.9403
20.60 L 9.2094 3.0436
20.61 L 8.3055 3.0735
20.62 L 6.3798 3.2553
20.63 L 8.5100 3.4448
20.64 L 9.4942 3.0152
20.65 L 9.8062 3.2086
20.66 L 9.8700 2.8887
20.67 L 9.4376 2.9009
20.68 L 9.2999 3.1714
20.69 L 7.9825 3.3163
20.70 L 6.4167 3.1563
20.71 L 6.1420 3.3741
20.72 L 6.2389 3.0541
20.73 L 6.7271 3.0810
20.74 L 6.6772 3.1948
20.75 L 8.0021 3.1294
20.76 L 7.9448 3.0639
20.77 L 6.4877 3.0253
20.78 L 7.7370 2.9047
20.79 L 9.2221 2.7505
20.80 L 8.6410 2.9759
20.81 L 7.8403 2.9867
20.82 L 8.6781 3.1829
20.83 L 8.8891 3.0590
20.84 L 10.0188 3.0362
20.85 L 8.5125 3.0836
20.86 L 8.0832 3.2050
20.87 L 7.3117 3.2126
20.88 L 6.2870 2.8694
20.89 L 8.1189 3.3735
20.90 L 8.3167 2.9146
20.91 L 10.0626 3.4002
20.92 L 10.0541 3.3193
20.93 L 9.2938 3.1866
20.94 L 10.0155 2.9754
20.95 L 9.6391 3.0382
20.96 L 10.0457 3.0646
20.97 L 9.2369 3.1266
20.98 L 10.5043 3.2583
20.99 L 10.1510 2.9986
21.00 L 11.7409 2.8162
21.01 L 11.5080 2.9095
21.02 L 11.6842 2.9004
21.03 L 12.5739 3.2460
21.04 L 10.7420 2.7480
21.05 L 11.3359 3.1664
21.06 L 12.0836 3.0384
21.07 L 12.4725 3.0181
21.08 L 12.0065 3.3691
21.09 L 11.6444 3.0350
21.10 L 10.8819 3.0896
21.11 L 9.4912 3.2184
21.12 L 10.5342 3.0575
21.13 L 10.6354 3.0493
21.14 L 11.8520 2.7560
21.15 L 10.1567 3.0733
21.16 L 12.1343 3.1256
21.17 L 11.7918 3.0654
21.18 L 10.3597 2.8928
21.19 L 10.1469 3.3035
21.20 L 11.0916 2.9440
21.21 L 11.7084 3.0184
21.22 L 11.1792 3.1329
21.23 L 10.7712 2.9999
21.24 L 11.3152 3.1800
21.25 L 11.8533 2.9130
21.26 L 11.5619 3.0383
21.27 L 10.6363 2.8632
21.28 L 12.1183 3.0762
21.29 L 12.4769 3.2090
21.30 L 12.0764 3.1291
21.31 L 13.3070 2.9074
21.32 L 13.6855 2.9304
21.33 L 13.3081 2.9357
21.34 L 14.9443 3.1209
21.35 L 16.5722 2.8632
21.36 L 15.4918 3.0781
21.37 L 15.4311 3.0018
21.38 L 14.7326 3.2753
21.39 L 13.9777 3.2547
21.40 L 14.3733 3.1890
21.41 L 15.3741 3.1701
21.42 L 14.8689 3.1324
21.43 L 15.6649 3.0451
21.44 L 16.1482 3.4960
21.45 L 15.2433 2.8528
21.46 L 14.8607 2.9127
21.47 L 15.1065 2.9993
21.48 L 14.2148 3.2150
21.49 L 14.2815 2.8945
21.50 L 13.9637 3.0338
21.51 L 14.0271 2.9815
21.52 L 14.9080 3.2884
21.53 L 15.7163 3.1807
21.54 L 15.4214 2.9118
21.55 L 15.2087 2.9032
21.56 L 15.0360 2.8170
21.57 L 14.5545 3.2756
21.58 L 14.7217 3.2032
21.59 L 14.1245 3.3642
21.60 L 14.4668 3.0083
21.61 L 14.7230 3.4472
21.62 L 14.4699 3.1455
21.63 L 14.4724 3.0363
21.64 L 14.2768 3.1967
21.65 L 14.2461 3.1493
21.66 L 15.0250 3.0012
21.67 L 14.8868 2.9728
21.68 L 15.1322 3.3514
21.69 L 14.7166 2.9450
21.70 L 14.9789 2.9274
21.71 L 13.4104 2.8718
21.72 L 12.4929 3.2480
21.73 L 13.8501 3.3561
21.74 L 12.1086 3.2525
21.75 L 12.9169 3.0429
21.76 L 12.9420 3.2227
21.77 L 13.5388 2.9218
21.78 L 14.9284 2.9428
21.79 L 14.8092 2.8902
21.80 L 14.5614 3.1588
21.81 L 14.0967 2.8938
21.82 L 13.0893 3.0063
21.83 L 13.2797 2.8701
21.84 L 12.9472 3.0798
21.85 L 11.8995 2.9743
21.86 L 11.8942 3.2581
21.87 L 11.4268 3.2164
21.88 L 11.5740 2.9173
21.89 L 10.7864 3.0422
21.90 L 10.3419 3.2024
21.91 L 10.8508 2.9773
21.92 L 8.7390 3.2073
21.93 L 9.2760 2.9578
21.94 L 9.5654 2.9558
21.95 L 8.5014 2.9120
21.96 L 8.2652 3.0087
21.97 L 9.2844 3.1974
21.98 L 8.5455 3.0241
21.99 L 8.8180 2.9935
22.00 L 10.3255 2.9673
22.01 L 9.9089 3.1787
22.02 L 10.5292 3.3011
22.03 L 10.8127 3.3899
22.04 L 8.9595 3.3035
22.05 L 8.1671 3.1671
22.06 L 7.5253 2.9786
22.07 L 6.7672 2.9975
22.08 L 6.5880 2.9444
22.09 L 4.1123 3.1672
22.10 L 5.7451 3.2493
22.11 L 6.0218 3.2341
22.12 L 5.6399 3.3015
22.13 L 5.8880 2.8060
22.14 L 7.1075 3.0290
22.15 L 6.3620 3.0165
22.16 L 6.2675 3.1516
22.17 L 4.9904 2.8639
22.18 L 5.3489 3.0458
22.19 L 6.2507 2.8410
22.20 L 7.0337 3.0355
22.21 L 8.2272 3.2999
22.22 L 7.5527 2.8830
22.23 L 8.0964 3.1724
22.24 L 8.2788 3.1135
22.25 L 9.0281 2.8539
22.26 L 10.0436 3.3046
22.27 L 10.4595 2.9452
22.28 L 10.1552 2.9927
22.29 L 10.9387 3.3231
22.30 L 11.0325 3.1261
22.31 L 10.4461 3.1653
22.32 L 9.9883 2.8694
22.33 L 11.0326 2.9776
22.34 L 12.3229 2.9518
22.35 L 12.3176 3.1185
22.36 L 11.8426 3.1463
22.37 L 12.9185 2.9773
22.38 L 13.0399 3.0501
22.39 L 11.9369 3.0544
22.40 L 12.3393 3.0742
22.41 L 11.1090 3.4899
22.42 L 12.3445 3.2312
22.43 L 11.9525 2.8922
22.44 L 12.9153 3.0238
22.45 L 11.8683 2.9352
22.46 L 13.3445 3.1355
22.47 L 13.3290 2.6840
22.48 L 11.9528 3.0999
22.49 L 11.9908 2.8514
22.50 L 11.1785 3.1771
22.51 L 10.4765 3.3678
22.52 L 11.1987 3.0669
22.53 L 10.0366 3.0257
22.54 L 10.9472 2.8913
22.55 L 9.8781 2.8287
22.56 L 9.3218 3.0064
22.57 L 10.1405 3.2248
22.58 L 8.4426 3.0196
22.59 L 9.5073 2.8721
22.60 L 12.2553 3.3096
22.61 L 8.8319 2.9462
22.62 L 10.0471 3.3079
22.63 L 9.9890 3.3503
22.64 L 10.2857 3.3457
22.65 L 9.0534 2.9328
22.66 L 10.1151 3.2539
22.67 L 9.6039 3.1077
22.68 L 10.3785 2.8940
22.69 L 10.4046 3.0290
22.70 L 9.7459 3.1242
22.71 L 10.6078 3.2221
22.72 L 9.9934 3.5626
22.73 L 11.5941 3.2249
22.74 L 8.5551 3.2172
22.75 L 10.6130 3.2087
22.76 L 10.2792 3.2716
22.77 L 9.5479 3.3457
22.78 L 10.3376 2.9126
22.79 L 9.3394 2.9389
22.80 L 8.3126 3.3808
22.81 L 8.7140 2.9764
22.82 L 9.4327 3.0681
22.83 L 9.0689 3.0562
22.84 L 9.2433 3.1781
22.85 L 9.3937 3.2516
22.86 L 10.7689 3.2672
22.87 L 12.3683 3.2103
22.88 L 12.7980 2.9807
22.89 L 12.9018 2.9856
22.90 L 13.6149 3.1846
22.91 L 13.3781 3.0553
22.92 L 14.1320 3.0560
22.93 L 14.9966 2.8958
22.94 L 14.3556 3.1621
22.95 L 13.4597 3.1398
22.96 L 14.4594 3.2723
22.97 L 14.5609 3.2120
22.98 L 15.0240 3.1893
22.99 L 14.2053 2.9061
23.00 L 14.5300 3.2293
23.01 L 14.0706 2.9542
23.02 L 12.6016 2.9903
23.03 L 12.7215 3.0691
23.04 L 13.3993 2.8356
23.05 L 12.8261 2.8734
23.06 L 14.4038 3.2124
23.07 L 15.9462 2.8394
23.08 L 14.2743 3.0430
23.09 L 14.1648 3.4199
23.10 L 13.9161 2.9917
23.11 L 14.3786 3.2098
23.12 L 15.1398 2.9220
23.13 L 14.4095 3.1712
23.14 L 13.4166 3.2595
23.15 L 12.2849 2.9472
23.16 L 13.5077 2.9114
23.17 L 15.0137 3.1722
23.18 L 14.7781 2.8788
23.19 L 14.4350 2.8680
23.20 L 15.1433 3.1554
23.21 L 15.2152 3.0749
23.22 L 16.2222 3.3993
23.23 L 17.6188 3.1064
23.24 L 17.4607 2.8960
23.25 L 15.4407 3.0573
23.26 L 14.7926 3.1816
23.27 L 15.3125 3.1690
23.28 L 13.8257 3.0138
23.29 L 13.0118 3.1065
23.30 L 12.8966 3.0554
23.31 L 12.2664 2.9252
23.32 L 11.2562 3.0875
23.33 L 10.8923 3.0401
23.34 L 13.5650 2.8633
23.35 L 12.8442 2.8471
23.36 L 13.1640 3.1719
23.37 L 9.5967 3.1585
23.38 L 11.6792 3.2873
23.39 L 14.0534 3.3691
23.40 L 11.7917 3.4485
23.41 L 10.8390 2.9205
23.42 L 9.6461 3.0611
23.43 L 9.2881 3.1797
23.44 L 8.8099 3.2550
23.45 L 9.1046 2.9349
23.46 L 9.9026 2.8355
23.47 L 7.5816 2.9312
23.48 L 6.3378 2.8326
23.49 L 5.7121 2.8623
23.50 L 7.2885 3.0905
23.51 L 5.9792 2.9711
23.52 L 6.7207 2.9012
23.53 L 7.3578 3.1646
23.54 L 6.7627 2.8571
23.55 L 6.4532 2.9621
23.56 L 7.2437 3.1906
23.57 L 6.3915 2.9516
23.58 L 5.6654 2.8913
23.59 L 6.3075 3.0213
23.60 L 6.2916 2.9314
23.61 L 6.7199 2.9777
23.62 L 5.9197 3.0683
23.63 L 6.3948 2.9303
23.64 L 6.0087 3.0680
23.65 L 4.3724 3.1982
23.66 D 3.7331 3.1253
23.67 D 3.3930 3.0520
23.68 D 3.6137 3.0981
23.69 L 4.4488 3.0233
23.70 L 5.8842 2.9994
23.71 D 3.6456 3.0301
23.72 D 3.9255 3.0128
23.73 D 3.4281 3.0712
23.74 D 3.5664 3.0486
23.75 L 4.1616 2.8454
23.76 L 4.1744 3.3815
23.77 L 4.5057 3.1687
23.78 D 3.1402 3.2500
23.79 D 3.8038 3.5841
23.80 D 3.7872 3.1243
23.81 D 3.7060 3.3287
23.82 D 3.3448 2.9670
23.83 D 3.2201 3.0739
23.84 D 3.6095 2.9885
23.85 L 4.1969 3.0173
23.86 D 3.5423 3.1075
23.87 D 3.5782 2.8042
23.88 D 3.4168 2.9310
23.89 D 3.3756 3.3354
23.90 D 3.5740 3.1088
23.91 D 3.4494 2.9552
23.92 D 3.6302 3.4710
23.93 D 3.5871 2.9933
23.94 D 3.6220 3.0723
23.95 L 4.8134 2.9366
23.96 D 3.9987 3.0464
23.97 D 3.1156 2.9917
23.98 D 3.5321 3.3136
23.99 D 3.3713 3.1939
24.00 D 3.7357 2.7828
24.01 D 3.5179 3.0109
24.02 D 3.3994 2.9105
24.03 D 3.3263 3.0418
24.04 D 3.4679 2.8817
24.05 L 4.0151 2.8693
24.06 D 3.7133 3.1940
24.07 D 3.4009 2.7939
24.08 D 3.3341 3.1187
24.09 D 3.0372 2.8496
24.10 D 3.4199 2.8261
24.11 D 3.2422 2.8808
24.12 D 3.3266 3.0503
24.13 D 3.8327 2.7115
24.14 D 3.3989 3.2906
24.15 L 4.5948 3.4295
24.16 D 3.5761 3.1643
24.17 L 4.4969 2.8823
24.18 D 3.7590 3.2110
24.19 L 4.8333 3.1426
24.20 L 4.5280 2.8570
24.21 D 3.7569 3.2795
24.22 D 3.6739 3.5179
24.23 D 3.7740 3.4822
24.24 D 3.3523 3.2663
24.25 L 5.2708 3.0033
24.26 L 6.4282 3.2497
24.27 L 5.9923 2.8907
24.28 L 6.3346 3.2372
24.29 L 7.0264 2.8405
24.30 L 8.6334 3.1022
24.31 L 8.9501 2.8959
24.32 L 9.0179 3.0513
24.33 L 7.6729 3.0177
24.34 L 6.6833 3.3189
24.35 L 6.6380 3.4540
24.36 L 5.8412 3.0685
24.37 L 6.7932 3.2744
24.38 L 5.0214 3.1975
24.39 L 6.9321 3.2312
24.40 L 6.5141 3.4390
24.41 L 6.0697 3.0550
24.42 L 6.5283 2.9982
24.43 L 5.9952 2.6668
24.44 L 6.9824 2.8832
24.45 L 6.6301 2.7789
24.46 L 5.3867 2.7621
24.47 L 5.5286 2.6802
24.48 L 5.4263 3.2647
24.49 D 3.3755 3.3143
24.50 L 6.2335 3.1969
24.51 L 6.0716 3.4305
24.52 L 6.2132 3.3179
24.53 L 7.5149 3.2562
24.54 L 7.1561 3.3442
24.55 L 6.3259 3.0922
24.56 L 5.8798 3.2497
24.57 L 6.6347 3.5215
24.58 L 5.4978 3.2559
24.59 L 5.6029 3.1627
24.60 L 6.2630 2.9844
24.61 L 6.8492 2.8980
24.62 L 5.5532 3.1166
24.63 L 5.7134 3.1037
24.64 L 7.5579 3.0324
24.65 L 6.7052 3.1527
24.66 L 6.9514 3.0985
24.67 L 6.1072 3.2626
24.68 L 5.5336 3.2617
24.69 L 5.8628 2.8224
24.70 L 6.1737 2.9106
24.71 L 4.8987 3.1704
24.72 L 5.9504 3.2800
24.73 L 5.8928 3.0559
24.74 L 5.2001 2.9931
24.75 L 5.5428 3.1212
24.76 L 7.1965 3.1538
24.77 L 6.7189 3.0877
24.78 L 6.6232 3.2509
24.79 L 7.0296 3.4910
24.80 L 7.3779 3.0333
24.81 L 5.3152 3.3191
24.82 L 5.3916 3.2806
24.83 L 4.8800 3.1485
24.84 L 5.3370 3.1005
24.85 L 4.8464 3.1588
24.86 L 5.5692 2.9437
24.87 L 5.9329 3.1743
24.88 L 4.1083 3.3175
24.89 L 4.3864 3.3911
24.90 D 3.9727 3.4738
24.91 D 3.7553 3.3142
24.92 D 3.8874 3.1215
24.93 D 3.6461 2.9949
24.94 D 3.6735 3.2269
24.95 D 3.6114 3.3230
24.96 L 4.4461 2.9676
24.97 L 4.3405 3.2518
24.98 D 3.4438 3.2877
24.99 D 3.8687 3.4260
25.00 D 3.3646 3.0205
25.01 D 3.3093 2.8846
25.02 D 3.3843 2.9091
25.03 D 3.7063 2.8935
25.04 D 3.7268 3.0173
25.05 D 3.7851 2.9317
25.06 L 4.0953 3.1252
25.07 D 3.4183 3.3583
25.08 L 5.0304 3.6297
25.09 D 3.9934 3.2730
25.10 D 3.5759 3.5315
25.11 L 4.9606 3.0821
25.12 L 4.1925 2.7264
25.13 D 3.7866 2.8769
25.14 D 3.8824 2.8158
25.15 L 4.1384 3.2701
25.16 D 3.5004 3.6521
25.17 L 4.3901 2.9717
25.18 L 5.1976 2.8093
25.19 L 4.0022 2.9006
25.20 L 4.1417 2.7787
25.21 L 5.0557 3.4237
25.22 L 4.0366 2.9581
25.23 D 3.7573 3.3956
25.24 L 4.4036 3.2075
25.25 D 3.5592 2.9728
25.26 D 3.8251 2.8146
25.27 L 7.1180 3.1518
25.28 L 7.0385 2.9915
25.29 L 6.6177 3.2814
25.30 L 6.0028 2.9529
25.31 D 3.5869 3.0998
25.32 L 6.0686 3.3036
25.33 L 6.2877 3.1399
25.34 L 7.1070 2.7658
25.35 L 7.0108 3.3758
25.36 L 6.5070 2.9892
25.37 L 6.9436 3.1086
25.38 L 6.9355 3.0225
25.39 L 5.6743 2.7499
25.40 L 5.1285 3.1025
25.41 L 6.0224 3.3669
25.42 L 6.5170 3.1848
25.43 L 7.2057 3.2309
25.44 L 6.5512 3.0760
25.45 L 5.9370 3.0051
25.46 L 6.7712 3.1116
25.47 L 6.7522 3.3840
25.48 L 6.2875 3.0552
25.49 L 6.7773 3.1730
25.50 L 5.7646 3.3519
25.51 L 6.8666 2.9700
25.52 L 6.2826 3.0795
25.53 L 5.0306 3.4190
25.54 L 5.1301 3.2174
25.55 L 5.1582 3.2400
25.56 L 5.0802 3.1575
25.57 L 5.0503 3.3169
25.58 L 4.6517 2.8339
25.59 D 3.8229 3.1253
25.60 L 4.0544 2.8870
25.61 L 5.8380 3.4360
25.62 L 6.6357 3.2285
25.63 L 6.6101 3.0941
25.64 L 7.6840 2.9386
25.65 L 6.7456 3.1692
25.66 L 5.9393 3.4619
25.67 L 8.0969 2.8771
25.68 L 6.6147 3.6467
25.69 L 6.8196 3.1856
25.70 L 8.2302 2.9820
25.71 L 7.2344 3.1684
25.72 L 7.8027 3.2408
25.73 L 9.8120 3.3220
25.74 L 8.2518 2.9375
25.75 L 9.1895 3.0220
25.76 L 9.5536 3.2631
25.77 L 8.3322 3.3641
25.78 L 8.0150 3.1715
25.79 L 8.3562 3.2818
25.80 L 9.3811 3.1770
25.81 L 10.1941 3.2054
25.82 L 10.5895 3.0153
25.83 L 10.9807 3.1736
25.84 L 8.9000 3.2036
25.85 L 8.9505 3.0260
25.86 L 7.6886 3.0517
25.87 L 7.9203 3.1287
25.88 L 8.4295 2.9877
25.89 L 10.5623 3.5581
25.90 L 10.1841 3.0171
25.91 L 10.7367 3.1571
25.92 L 9.8237 3.1930
25.93 L 9.5755 3.6574
25.94 L 10.3516 3.4411
25.95 L 9.5423 3.1908
25.96 L 9.3845 3.1616
25.97 L 9.0921 3.4158
25.98 L 8.2770 3.4737
25.99 L 8.0538 3.3135
26.00 L 7.4109 3.4045
26.01 L 8.4380 3.7552
26.02 L 7.5025 3.4324
26.03 L 6.4238 3.3914
26.04 L 6.4832 3.2616
26.05 L 6.9796 3.5115
26.06 L 7.7903 3.3198
26.07 L 6.9385 3.4366
26.08 L 7.5750 3.1724
