model,COMBO_011_R01,COMBO_011_R02,COMBO_011_R03,COMBO_011_R04,COMBO_011_R05,COMBO_011_R06,COMBO_011_R07,COMBO_011_R08,COMBO_011_R09,COMBO_011_R10,COMBO_011_R11,COMBO_011_R12,COMBO_011_R13,COMBO_011_R14,COMBO_011_R15,COMBO_011_R16,COMBO_011_R17,COMBO_011_R18,COMBO_011_R19,COMBO_011_R20,COMBO_011_R21,COMBO_011_R22,COMBO_011_R23,COMBO_011_R24,COMBO_011_R25,COMBO_011_R26,COMBO_011_R27,COMBO_011_R28,COMBO_011_R29,COMBO_011_R30,COMBO_025_R01,COMBO_025_R02,COMBO_025_R03,COMBO_025_R04,COMBO_025_R05,COMBO_025_R06,COMBO_025_R07,COMBO_025_R08,COMBO_025_R09,COMBO_025_R10,COMBO_025_R11,COMBO_025_R12,COMBO_025_R13,COMBO_025_R14,COMBO_025_R15,COMBO_025_R16,COMBO_025_R17,COMBO_025_R18,COMBO_025_R19,COMBO_025_R20,COMBO_025_R21,COMBO_025_R22,COMBO_025_R23,COMBO_025_R24,COMBO_025_R25,COMBO_025_R26,COMBO_025_R27,COMBO_025_R28,COMBO_025_R29,COMBO_025_R30,COMBO_030_R01,COMBO_030_R02,COMBO_030_R03,COMBO_030_R04,COMBO_030_R05,COMBO_030_R06,COMBO_030_R07,COMBO_030_R08,COMBO_030_R09,COMBO_030_R10,COMBO_030_R11,COMBO_030_R12,COMBO_030_R13,COMBO_030_R14,COMBO_030_R15,COMBO_030_R16,COMBO_030_R17,COMBO_030_R18,COMBO_030_R19,COMBO_030_R20,COMBO_030_R21,COMBO_030_R22,COMBO_030_R23,COMBO_030_R24,COMBO_030_R25,COMBO_030_R26,COMBO_030_R27,COMBO_030_R28,COMBO_030_R29,COMBO_030_R30,COMBO_031_R01,COMBO_031_R02,COMBO_031_R03,COMBO_031_R04,COMBO_031_R05,COMBO_031_R06,COMBO_031_R07,COMBO_031_R08,COMBO_031_R09,COMBO_031_R10,COMBO_031_R11,COMBO_031_R12,COMBO_031_R13,COMBO_031_R14,COMBO_031_R15,COMBO_031_R16,COMBO_031_R17,COMBO_031_R18,COMBO_031_R19,COMBO_031_R20,COMBO_031_R21,COMBO_031_R22,COMBO_031_R23,COMBO_031_R24,COMBO_031_R25,COMBO_031_R26,COMBO_031_R27,COMBO_031_R28,COMBO_031_R29,COMBO_031_R30,COMBO_044_R01,COMBO_044_R02,COMBO_044_R03,COMBO_044_R04,COMBO_044_R05,COMBO_044_R06,COMBO_044_R07,COMBO_044_R08,COMBO_044_R09,COMBO_044_R10,COMBO_044_R11,COMBO_044_R12,COMBO_044_R13,COMBO_044_R14,COMBO_044_R15,COMBO_044_R16,COMBO_044_R17,COMBO_044_R18,COMBO_044_R19,COMBO_044_R20,COMBO_044_R21,COMBO_044_R22,COMBO_044_R23,COMBO_044_R24,COMBO_044_R25,COMBO_044_R26,COMBO_044_R27,COMBO_044_R28,COMBO_044_R29,COMBO_044_R30
COMBO_031_R05,8.670547,8.677891,9.697733,8.293833,7.649833,9.023724,8.319573,9.819320,7.716104,7.712989,8.104674,7.772818,7.208969,8.406049,7.876334,7.573927,8.071741,8.033719,8.515140,7.694384,7.411416,9.107761,8.456646,7.731617,8.116786,9.515612,8.291564,8.539550,8.218756,8.253657,8.010744,9.074739,10.906227,8.249034,13.083973,11.089804,9.693558,8.140237,8.086207,8.815484,7.515745,8.352844,9.014011,8.382384,8.341483,7.911773,7.701810,8.556829,7.886110,8.164670,9.032666,8.322105,7.826099,8.105448,7.450417,8.496102,10.278056,9.394420,13.074313,9.263504,7.655497,7.754550,7.352088,7.339299,7.677991,7.271064,7.517286,7.828731,10.204570,10.207415,7.671343,7.617015,6.200932,6.154592,6.546610,7.682547,6.314606,6.072372,8.288371,10.011813,6.161943,7.571763,7.698265,9.929749,7.676089,7.199639,7.364687,7.535287,6.367638,7.536437,2.378367,6.806802,6.279075,2.124359,0.000000,2.625093,2.455346,2.662509,2.228194,8.598770,6.153867,2.722712,6.735239,1.964888,2.879138,5.985318,2.480472,2.671935,2.434765,2.403592,2.071328,1.715829,2.223250,2.099962,2.540237,2.257005,6.758492,2.210791,3.453660,8.666880,10.252920,9.520201,10.232290,8.785006,9.610790,9.149137,9.477582,10.847824,8.000965,9.147350,10.344266,9.019962,10.279064,8.225222,7.266088,9.453326,7.119510,10.679499,9.508463,9.686439,8.882026,9.092091,6.938588,9.068175,9.196291,10.440293,10.348286,9.130322,7.027893,9.284516
COMBO_031_R06,8.233262,8.207341,8.975888,7.216688,7.448361,8.293103,8.094834,8.977964,7.493465,7.293131,7.844847,7.616402,7.967862,7.353719,7.627409,7.408638,7.638884,7.735774,8.094165,7.490835,8.301988,8.677416,7.973077,7.484913,7.704361,9.445245,7.892856,8.087084,7.871107,7.946943,7.994943,8.729631,11.166229,7.897256,12.500454,11.296562,10.098948,7.901400,8.053762,8.554786,7.612911,8.299980,8.932426,8.126713,8.264498,7.736489,7.519841,8.284976,7.412624,7.919822,8.894119,8.118498,7.839962,7.586852,7.459954,8.388107,10.033201,9.185087,12.511506,9.080174,7.855847,7.973823,6.232208,7.552970,7.886089,6.241567,7.647013,7.962820,9.604259,9.631396,7.872032,7.833707,6.732069,6.670988,6.913592,7.854302,6.894404,6.505276,6.970175,9.546393,6.572506,7.861427,7.952933,9.445171,7.868344,7.604331,7.637702,7.776224,6.764726,7.764590,2.648160,6.863017,6.244158,2.791874,2.625093,0.000000,1.294422,1.767544,1.950209,8.638391,6.779471,3.099445,6.959548,2.027817,1.539048,5.385409,2.647725,0.569077,1.061920,1.774844,1.433102,2.502531,1.492766,2.340625,0.938448,1.800028,6.737097,1.091186,3.060202,8.465807,10.205367,9.234305,10.310476,8.806863,9.307970,9.560384,9.099675,11.380903,7.533266,9.355613,9.794096,8.938274,10.357026,7.825219,6.992872,9.344048,6.803327,10.215620,9.442201,9.206810,8.876478,9.516387,6.563382,8.971792,9.417399,9.916933,10.399984,9.032125,6.798809,9.155431
COMBO_031_R07,8.754322,8.816763,9.484928,7.772282,7.922907,8.839733,8.608307,9.545341,7.975798,7.850988,8.336954,8.033434,8.214216,7.889543,8.098583,7.881960,8.161391,8.250964,8.633033,7.992596,8.577728,9.176802,8.512363,7.985801,8.263523,9.837185,8.401854,8.642762,8.405623,8.460180,8.286468,9.271188,11.286722,8.289693,12.819027,11.531431,10.323620,8.208772,8.372040,8.751919,7.797771,8.602369,9.223018,8.442562,8.536092,8.042639,7.836263,8.618867,7.699057,8.236986,9.219142,8.375869,8.150602,7.952599,7.749695,8.656161,10.302677,9.483145,12.797767,9.206523,7.945674,8.010975,6.721078,7.665563,7.989846,6.721099,7.811087,8.047017,10.082986,10.104103,7.995487,7.935698,6.730820,6.650160,6.961347,7.947761,6.932976,6.448500,7.580172,9.991166,6.541602,7.912757,8.036217,9.904564,7.954625,7.677277,7.757403,7.877058,6.805343,7.836397,2.583659,7.027583,6.411226,2.592076,2.455346,1.294422,0.000000,1.906048,1.735640,8.975240,6.824080,3.085574,7.371116,1.713629,0.619456,4.743346,2.778985,1.261312,0.511687,1.672868,0.996381,1.916144,1.368019,2.023150,0.834663,1.791190,6.923940,0.660476,3.489917,8.784143,10.611067,9.742106,10.693858,9.294403,9.820975,9.934672,9.634817,11.641827,8.052642,9.732222,10.366280,9.444818,10.826247,8.350348,7.280408,9.817033,7.100790,10.731962,9.940913,9.727206,9.372424,9.887656,6.860780,9.488425,9.779679,10.447850,10.778063,9.525450,7.091559,9.659152
COMBO_031_R08,8.475706,8.459634,9.377120,7.378151,7.994606,8.739594,8.246257,9.345939,8.047801,7.604684,8.385733,8.184137,8.637086,7.443591,8.159597,7.980007,7.910876,7.894352,8.439938,8.067989,8.803643,8.920266,8.265797,7.681075,7.780281,9.680844,8.098310,8.384921,8.148746,8.128182,8.040914,9.004119,11.666410,8.077825,12.414227,11.755823,10.578769,8.122866,8.121730,8.790456,7.621446,8.343187,8.985514,8.361189,8.284689,7.912535,7.703007,8.557216,7.769483,8.186733,8.941020,8.271488,7.921781,7.929075,7.486791,8.694789,10.098248,9.203434,12.426501,9.202376,8.211383,8.293794,6.077171,8.009962,8.261781,6.067025,7.979960,8.331178,9.720945,9.746539,8.245944,8.215906,7.229583,7.154328,7.433314,8.182948,7.328306,6.882803,7.014820,9.678513,6.974946,8.247616,8.319473,9.581728,8.204129,7.921443,7.996603,8.166779,7.198140,8.138692,2.313857,7.043647,6.345496,2.447609,2.662509,1.767544,1.906048,0.000000,1.180002,8.865506,7.467977,2.715592,7.641388,1.707499,1.916550,5.210820,2.216158,1.682897,1.871288,1.097889,2.231561,2.035036,2.277538,2.902329,1.827301,1.151199,6.868544,2.037599,3.163920,8.895879,10.358095,9.389878,10.543540,9.374930,9.477423,10.114630,9.283890,11.976038,8.228223,9.519360,10.015060,9.545521,10.960061,8.539088,7.381317,9.994653,7.200484,10.450515,9.941588,9.424508,9.491849,10.074620,6.967465,9.604458,9.586991,10.133650,10.614260,9.743365,7.200565,9.822362
COMBO_031_R09,8.209189,8.342517,9.352362,7.600484,8.078372,8.635720,8.004143,9.373198,8.120809,7.292851,8.419330,8.167853,8.415840,7.692197,8.214172,8.035397,7.605284,7.671565,8.139070,8.115421,8.632730,8.665547,7.995814,7.376138,7.622883,9.814624,7.829131,8.119294,7.837582,7.894455,7.687997,8.714369,11.417301,7.743795,12.613412,11.673236,10.378460,7.778878,7.769913,8.378737,7.232928,8.010640,8.667453,8.027578,7.974489,7.495449,7.283173,8.224265,7.330591,7.840284,8.649155,7.885953,7.549073,7.568197,7.118267,8.278082,9.858823,8.972645,12.595172,8.795842,8.304088,8.359704,6.320642,8.065299,8.331763,6.344254,7.994950,8.423955,9.936079,9.977213,8.346692,8.292468,7.060363,6.984315,7.287239,8.316502,7.203596,6.768652,7.285170,9.907493,6.851562,8.232147,8.364050,9.819120,8.316355,7.997359,7.981524,8.228921,7.054122,8.205719,1.569988,6.919812,6.179230,1.714351,2.228194,1.950209,1.735640,1.180002,0.000000,8.809029,6.995208,2.339763,7.590130,1.572555,1.923139,5.539466,1.843041,1.770649,1.685893,0.770400,1.749168,1.495240,1.698047,2.307881,1.619484,0.443557,6.774137,1.832468,3.543682,8.923987,10.343431,9.405889,10.543378,9.156400,9.524314,9.929221,9.280001,11.654907,8.168673,9.412637,10.016876,9.366762,10.788826,8.448194,7.583474,9.797911,7.397783,10.408491,9.653057,9.413184,9.283224,9.893180,7.163994,9.435810,9.493476,10.085996,10.611018,9.544325,7.381866,9.643987
COMBO_031_R10,9.428741,7.090782,7.289816,8.762166,8.425773,7.563706,9.241803,7.721560,8.412538,8.982986,8.610638,8.364808,7.024968,8.864038,8.596493,8.115433,9.221149,9.279239,9.063614,8.414318,6.839615,9.535905,9.103157,9.465871,8.015081,8.836744,9.250855,9.177355,9.596742,9.478789,10.472618,10.585360,9.554157,10.529317,12.151392,12.038265,8.231683,10.155013,10.324092,10.340284,10.735122,10.668841,11.043221,10.232645,11.050686,10.482087,10.439925,9.895513,9.948674,9.893457,10.562363,11.215961,10.155012,10.417496,10.264618,10.694877,12.176530,11.536404,12.013851,10.384712,5.419387,5.351499,7.978973,5.584521,5.093797,7.819790,3.189053,5.658780,10.065071,9.915411,5.499479,5.499816,4.964165,5.076297,4.567638,5.688483,4.904841,5.213525,8.382959,9.878714,5.069898,4.693617,5.366290,9.638256,5.551584,4.918863,3.696669,5.422968,4.698954,5.287637,9.121538,8.865887,9.195332,9.257779,8.598770,8.638391,8.975240,8.865506,8.809029,0.000000,7.839182,9.520027,8.245419,8.824034,9.011596,10.814395,9.176741,8.733152,8.753954,8.628481,8.860008,9.239175,8.906651,9.045005,8.679455,8.672298,8.576662,8.685266,7.782292,1.816493,8.894100,9.526942,8.579773,8.517796,9.628854,7.267637,9.619747,10.036074,8.430064,8.721586,10.747430,8.804561,9.455449,8.547182,7.924137,8.897866,7.822767,10.978322,9.769900,9.660706,8.606146,7.272524,7.633270,8.898038,8.620656,10.858446,8.700126,8.659900,7.979159,8.339066
COMBO_031_R11,8.579534,7.615536,8.309158,8.755117,9.290221,7.593136,9.213639,8.753431,9.322260,7.779033,9.489988,9.299882,7.075443,8.939522,9.369663,9.091468,8.263719,9.044281,7.871135,9.360961,6.832379,8.635608,8.235848,8.757276,8.795171,10.817794,8.714738,8.302012,8.253785,9.218258,7.470325,9.011312,7.628272,7.694777,13.497313,9.309511,7.021266,7.327982,7.444964,6.702676,7.062880,7.839513,8.237359,7.478462,8.185003,6.724402,6.714634,7.306377,6.659745,7.064197,8.270701,7.385094,7.072870,7.366194,7.212212,7.191099,9.924501,9.274944,13.114829,7.030794,7.408333,7.301949,10.540739,7.191943,7.175990,10.514146,6.611543,7.415877,11.727016,11.751554,7.524456,7.228649,5.161155,5.089030,5.046820,7.810279,5.501677,5.211363,10.479662,11.585767,5.165701,6.616479,7.273261,11.585264,7.635592,7.285439,6.505352,7.517762,5.235674,6.999602,6.844665,8.666673,8.570213,6.699997,6.153867,6.779471,6.824080,7.467977,6.995208,7.839182,0.000000,6.954909,8.103856,6.819804,7.121069,9.241667,6.906562,6.664913,6.791757,7.074395,6.306694,6.579819,6.365807,6.072277,6.801402,7.056894,8.838064,6.560432,7.136862,7.979878,10.612163,10.755597,10.313295,5.989005,10.949644,6.771006,10.655114,7.157052,6.375192,9.817857,11.288985,6.424187,7.552975,6.383409,7.661641,6.705973,7.569178,11.523079,7.574384,10.964017,6.065960,6.726605,7.465007,6.556552,9.766727,11.291839,10.447491,6.296348,7.470327,6.544915
COMBO_031_R12,8.018528,8.968459,10.076043,8.847227,8.135566,9.348221,7.548890,10.098002,8.193056,7.068611,8.374370,8.274469,8.266083,8.984328,8.237129,8.036424,7.364406,7.280692,7.990566,8.184676,8.468855,8.515395,7.915440,6.946526,7.458309,10.024465,7.534643,7.981307,7.486641,7.552807,7.196150,8.726032,11.076878,7.277429,12.910773,11.813264,10.465333,7.439455,7.324842,7.992738,6.628743,7.518157,8.196040,7.715650,7.407216,6.945104,6.728156,7.976360,7.077974,7.571006,8.263828,7.239058,7.124449,7.133373,6.589005,7.862521,9.389610,8.486240,12.850150,8.339395,8.848886,8.927129,7.009048,8.722230,8.888524,6.829745,8.722422,8.932497,10.291404,10.360313,8.901756,8.800936,7.530365,7.460680,7.782830,8.908773,7.637236,7.358402,8.265139,10.280506,7.444009,8.760966,8.899659,10.223571,8.880873,8.573790,8.547904,8.820744,7.711726,8.740775,1.223271,6.292951,5.469297,1.042971,2.722712,3.099445,3.085574,2.715592,2.339763,9.520027,6.954909,0.000000,7.460763,2.868926,3.495003,6.413061,0.697871,2.863398,3.161306,3.004360,2.637193,2.044333,2.338841,2.351795,3.152355,2.505460,6.225885,3.226117,5.230620,9.743735,10.218249,9.284661,10.521561,9.596921,9.488637,10.169723,9.124720,11.580426,8.922690,9.025458,9.928562,9.865175,11.206486,9.132162,8.655960,10.236591,8.508684,10.297207,10.011086,9.392960,9.731320,10.115018,8.330293,9.948771,9.150612,10.020553,10.582393,9.958185,8.409397,10.123549
COMBO_031_R13,7.969101,8.336111,8.533967,8.663906,2.653351,8.412036,6.838584,8.684115,2.574626,7.774944,2.809466,2.613111,3.084549,8.799546,2.756587,2.517140,7.696685,6.858234,8.184960,2.519142,3.895622,8.296580,7.984008,6.943681,7.413264,4.929663,7.493884,7.984289,7.839636,6.878327,8.969011,8.083617,7.839931,8.665923,10.279100,8.647462,7.155344,8.844189,8.931793,9.858641,9.192793,9.002524,9.341979,8.893734,8.910021,9.238357,9.069946,8.948446,8.892418,8.869550,9.139661,9.340683,8.932137,8.613696,8.757495,9.168179,9.440556,9.032054,10.533552,10.333382,6.412612,6.780457,7.385561,5.989521,6.590899,7.418374,7.626779,6.319743,6.144875,6.048592,6.207359,6.187799,6.966692,7.249581,7.199614,6.311666,6.376443,7.202040,8.325467,5.653740,7.200080,7.182609,6.281277,5.587626,6.411568,6.161104,6.904300,6.173078,7.017778,6.580638,7.338243,5.559008,6.335331,7.359596,6.735239,6.959548,7.371116,7.641388,7.590130,8.245419,8.103856,7.460763,0.000000,7.406527,7.648401,9.239452,7.339305,7.196875,7.216943,7.506694,7.151032,7.700797,7.044934,7.226029,7.175177,7.397863,5.851866,7.008028,7.275089,8.020580,6.042688,5.722229,5.537884,7.805153,5.634747,6.673953,5.937769,8.475149,7.364168,5.135619,7.042690,7.828486,8.059692,7.389903,7.261429,8.043371,7.336014,7.106240,8.564278,6.041053,7.750361,6.581183,7.487316,7.759311,5.069948,7.196914,5.766320,7.696740,7.070533,7.805753
COMBO_031_R14,8.432590,8.383224,9.235346,7.462087,7.999888,8.575447,8.297460,9.288060,8.081539,7.519217,8.436369,8.169470,8.125807,7.587820,8.213689,8.007323,7.856683,7.929662,8.304931,8.066799,8.223025,8.851266,8.191675,7.679623,7.835403,9.617186,8.097544,8.302777,8.068861,8.140643,7.771911,8.949263,11.303003,8.093393,12.497812,11.186205,9.989094,7.867046,7.857003,8.586805,7.282235,8.099181,8.745842,8.104075,8.048021,7.814035,7.615671,8.291232,7.692753,7.902085,8.749803,8.194269,7.625103,7.949894,7.219009,8.332130,9.982743,9.037157,12.471143,9.063299,8.023072,8.053082,6.878348,7.747494,8.035309,6.932518,7.689491,8.122337,10.084918,10.102225,8.030084,8.000138,6.726962,6.680213,7.000520,8.027821,6.781166,6.345432,7.567995,9.969802,6.427211,7.977533,8.082949,9.893276,8.030691,7.414274,7.546230,7.961290,6.708142,7.912542,2.402742,7.035342,6.358690,2.326131,1.964888,2.027817,1.713629,1.707499,1.572555,8.824034,6.819804,2.868926,7.406527,0.000000,1.849053,5.186243,2.476435,1.888836,1.628451,1.682573,1.757346,1.706421,1.939671,2.274334,1.669947,1.725488,6.904558,1.647661,3.113465,8.763642,10.365421,9.539598,10.467900,8.932323,9.629246,9.527244,9.427871,11.330766,7.806226,9.461146,10.121195,9.100493,10.491494,8.098340,6.823003,9.513130,6.646018,10.507983,9.514409,9.586060,9.035211,9.487014,6.414057,9.148045,9.514512,10.218691,10.545412,9.249725,6.619276,9.358259
COMBO_031_R15,8.882728,8.842388,9.427357,7.578798,8.105435,8.804402,8.805727,9.470554,8.161738,8.016770,8.523609,8.224212,8.519149,7.677721,8.283842,8.088185,8.316058,8.427959,8.776589,8.177087,8.859303,9.289470,8.632737,8.191839,8.390483,9.914907,8.555244,8.775577,8.580946,8.631022,8.454852,9.401060,11.470967,8.468825,12.702226,11.599776,10.439304,8.342885,8.539833,8.886728,7.977049,8.762926,9.369556,8.571487,8.693094,8.240828,8.042873,8.744591,7.841793,8.369557,9.353664,8.567271,8.326183,8.118630,7.930647,8.822905,10.406382,9.603199,12.681741,9.322366,8.013784,8.058175,6.668414,7.740626,8.053072,6.697633,7.811013,8.105295,10.081129,10.098937,8.058971,8.016132,6.876870,6.796887,7.095414,7.998879,7.069853,6.521578,7.457692,9.997271,6.617450,8.003508,8.110291,9.909849,8.014286,7.720948,7.797199,7.955680,6.876987,7.910704,2.998480,7.266813,6.653632,3.032744,2.879138,1.539048,0.619456,1.916550,1.923139,9.011596,7.121069,3.495003,7.648401,1.849053,0.000000,4.458621,3.165560,1.488033,0.796014,1.721357,1.519612,2.279938,1.873055,2.506019,1.044765,1.991665,7.141891,1.059961,3.393647,8.786053,10.727894,9.854711,10.822943,9.420074,9.920445,10.076647,9.753747,11.843729,8.075312,9.934617,10.452414,9.551414,10.940659,8.397311,7.144408,9.929352,6.959481,10.827356,10.050964,9.824417,9.500158,10.034205,6.707556,9.596419,9.974710,10.534565,10.897811,9.652411,6.975734,9.763777
COMBO_031_R16,11.294274,11.271659,11.437745,9.436482,9.231242,11.052947,10.844407,11.477805,9.368117,10.744085,9.755706,9.476943,10.135391,9.390576,9.458112,9.249320,10.811544,10.530714,11.410403,9.449644,10.308842,11.641109,11.149491,10.429963,10.746877,10.359070,10.863025,11.328513,11.139602,10.724174,10.715879,11.828376,12.263098,10.292954,13.114393,12.501362,11.628866,10.634303,10.842669,10.728068,10.151066,10.933346,11.379411,10.797334,10.671396,10.197283,9.999370,10.998688,9.841023,10.704389,11.402778,10.308781,10.701860,10.023208,10.288751,11.159878,11.886444,11.281399,13.181130,11.092798,7.994220,7.991110,8.126698,7.921960,8.185908,8.024375,9.102793,7.969937,10.783584,10.771261,8.048303,8.042653,8.293189,8.200498,8.550129,7.834435,8.307537,7.610601,8.662975,10.620437,7.769348,8.440456,8.177202,10.562473,7.902109,8.446236,8.964197,8.066878,8.210379,7.993267,6.385835,8.305084,7.864139,6.263167,5.985318,5.385409,4.743346,5.210820,5.539466,10.814395,9.241667,6.413061,9.239452,5.186243,4.458621,0.000000,6.357605,5.441300,5.005111,5.333253,5.461314,5.419990,5.772608,5.991331,5.219420,5.643130,8.218836,5.061810,5.975848,10.366357,11.394850,10.844066,11.306699,11.481674,10.814469,11.605711,10.897826,13.220011,10.093430,10.837177,11.754174,11.547278,12.606208,10.439611,7.799570,11.949893,7.670333,12.088636,11.800950,11.003478,11.531216,11.555738,7.453889,11.564045,10.775503,11.858276,11.373464,11.654619,7.705709,11.749844
COMBO_031_R17,7.784632,8.546096,9.680709,8.343946,7.949196,8.950519,7.371297,9.686488,8.002624,6.809032,8.215730,8.092187,8.173810,8.478264,8.062668,7.866912,7.130214,7.086984,7.735860,7.992982,8.375183,8.287089,7.648035,6.759173,7.190159,9.812733,7.321047,7.717919,7.274086,7.353629,7.116013,8.462883,11.117687,7.197282,12.698235,11.676164,10.326137,7.314608,7.223716,7.959602,6.614143,7.439003,8.126733,7.585913,7.361508,6.909298,6.688901,7.826823,6.971187,7.428592,8.160339,7.260293,7.018147,7.055719,6.507777,7.785628,9.340354,8.426235,12.656919,8.337230,8.676089,8.759185,6.614675,8.518648,8.710616,6.493671,8.434453,8.773275,10.042418,10.107645,8.721377,8.634528,7.358377,7.295218,7.597389,8.724453,7.456411,7.166763,7.803096,10.042792,7.244383,8.593439,8.726365,9.972263,8.704182,8.361169,8.323325,8.633087,7.476850,8.575068,0.888834,6.335376,5.507841,0.910517,2.480472,2.647725,2.778985,2.216158,1.843041,9.176741,6.906562,0.697871,7.339305,2.476435,3.165560,6.357605,0.000000,2.414102,2.770502,2.480659,2.334254,1.907567,2.012163,2.205846,2.710012,1.953191,6.228679,2.853606,4.690397,9.403672,10.063199,9.092558,10.361620,9.296342,9.280278,9.933449,8.928602,11.477229,8.555354,8.931496,9.707741,9.551489,10.926325,8.777832,8.275863,9.929060,8.115313,10.094767,9.698047,9.162932,9.431100,9.884898,7.921783,9.631070,9.055509,9.805321,10.423218,9.663638,8.036798,9.807185
COMBO_031_R18,7.996138,8.085264,8.859488,7.138292,7.678658,8.154358,7.956066,8.859057,7.724213,7.037967,8.042575,7.840189,8.151849,7.290134,7.831078,7.646541,7.403027,7.573854,7.839867,7.732697,8.449298,8.433247,7.738213,7.313999,7.527275,9.604732,7.679818,7.847949,7.619493,7.790201,7.639564,8.551999,11.090651,7.618295,12.396026,11.239684,10.052151,7.554567,7.708259,8.178414,7.221938,7.955248,8.593035,7.790473,7.921222,7.397671,7.190922,7.961329,7.090089,7.581242,8.573481,7.780857,7.489891,7.288346,7.096242,8.043982,9.742998,8.879660,12.370342,8.694496,8.082446,8.165354,6.352268,7.813833,8.101113,6.384026,7.722386,8.162167,9.728613,9.769823,8.111825,8.052093,6.837422,6.771880,7.007498,8.105091,7.018676,6.586914,7.042139,9.702679,6.652352,8.034504,8.165346,9.617361,8.106444,7.767578,7.729984,8.032166,6.842995,7.972419,2.423491,6.853094,6.176686,2.571681,2.671935,0.569077,1.261312,1.682897,1.770649,8.733152,6.664913,2.863398,7.196875,1.888836,1.488033,5.441300,2.414102,0.000000,1.055387,1.728151,1.295241,2.339025,1.272747,2.160103,0.882201,1.706741,6.733306,1.212359,3.301285,8.604827,10.243783,9.273881,10.409662,8.752220,9.376826,9.586697,9.111394,11.316392,7.509006,9.395659,9.756617,8.896435,10.354366,7.801643,7.077671,9.292290,6.887159,10.190893,9.355053,9.246035,8.834704,9.545391,6.647442,8.944508,9.467363,9.866224,10.484715,9.008797,6.880117,9.135138
COMBO_031_R19,8.500311,8.518433,9.205645,7.498387,7.745067,8.543356,8.378078,9.251362,7.799456,7.577677,8.170913,7.861239,8.057002,7.625167,7.933266,7.715651,7.902157,8.017994,8.364651,7.800785,8.425654,8.933491,8.243784,7.749419,8.012313,9.669018,8.156761,8.369968,8.150591,8.220262,8.160539,9.013447,11.255585,8.184901,12.677037,11.386798,10.144520,8.048589,8.232705,8.670496,7.718361,8.474122,9.101989,8.280621,8.426677,7.960046,7.754554,8.446573,7.575686,8.070916,9.084643,8.330443,8.011633,7.840817,7.622851,8.511647,10.186130,9.366242,12.668666,9.144881,7.912889,7.985898,6.521307,7.603841,7.948203,6.559757,7.634948,8.017718,9.929344,9.950593,7.948536,7.900067,6.623271,6.559448,6.857057,7.912013,6.811147,6.352520,7.362511,9.847341,6.433923,7.882417,7.992960,9.753500,7.921927,7.555998,7.615143,7.826934,6.651538,7.810854,2.578768,7.017783,6.397436,2.629177,2.434765,1.061920,0.511687,1.871288,1.685893,8.753954,6.791757,3.161306,7.216943,1.628451,0.796014,5.005111,2.770502,1.055387,0.000000,1.557537,0.930924,2.102175,1.253453,1.982076,0.428414,1.671178,6.895263,0.480609,3.238872,8.579793,10.436603,9.533865,10.531196,9.056429,9.608821,9.682443,9.418209,11.490843,7.794717,9.576767,10.130580,9.200097,10.589450,8.091642,7.039271,9.568539,6.850398,10.504199,9.648105,9.495722,9.133417,9.639557,6.603407,9.240520,9.630666,10.215946,10.613779,9.281689,6.849806,9.404704
COMBO_031_R20,8.355890,8.209835,9.152857,7.205954,7.925510,8.461055,8.194094,9.165386,7.963728,7.472907,8.307025,8.021523,8.382532,7.271864,8.076883,7.901292,7.784403,7.851528,8.280867,7.963736,8.610733,8.794366,8.118370,7.588957,7.776062,9.642946,8.008784,8.249902,8.033357,8.059598,7.971288,8.764455,11.454142,7.959700,12.488253,11.540718,10.306084,8.006253,8.036360,8.620746,7.569874,8.281890,8.918424,8.238347,8.259938,7.768428,7.557180,8.413546,7.528611,8.046814,8.873180,8.169117,7.817979,7.774877,7.427170,8.528240,10.056354,9.198857,12.498488,9.066029,8.053454,8.121796,6.163117,7.769082,8.088521,6.232720,7.776051,8.182456,9.707272,9.735642,8.085477,8.049283,6.936727,6.865183,7.150727,8.039457,7.076202,6.624056,7.001931,9.660539,6.707254,8.035412,8.121476,9.563084,8.055965,7.790336,7.819171,7.960801,6.872562,7.968736,2.251816,7.124661,6.459668,2.401954,2.403592,1.774844,1.672868,1.097889,0.770400,8.628481,7.074395,3.004360,7.506694,1.682573,1.721357,5.333253,2.480659,1.728151,1.557537,0.000000,1.930971,1.947407,2.002899,2.693479,1.479572,0.633148,6.975621,1.670931,2.959739,8.681154,10.308977,9.370825,10.450758,8.994571,9.449573,9.802354,9.269600,11.625800,7.896753,9.471903,9.994667,9.173865,10.588013,8.196751,7.190202,9.632173,6.999160,10.400666,9.541370,9.372623,9.109384,9.768850,6.759989,9.231222,9.532700,10.073269,10.524818,9.378196,7.004567,9.462190
